Candidate ID|Office ID|Election ID|Office Name|Allowed Votes|Candidate First Name|Candidate Last Name|Candidate Credentials|Candidate Bio
1590|633|254|Treasurer|1|Peter|Elliott|MFA|
1591|634|255|President|1|Jonathan|Ray||
1592|634|255|President|1|Paul|Hunt|MFA|With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
1593|635|255|Vice President|1|Austin|Murphy|DO|
1594|635|255|Vice President|1|Joyce|Wright|EdD|
1595|635|255|Vice President|1|Samuel|Ellis|DPT|
1596|636|255|Treasurer|1|Mark|Berry|RN|
1597|637|255|Secretary|1|Patrick|Cunningham|MS|
1598|637|255|Secretary|1|Ryan|Cook||
1599|637|255|Secretary|1|Harry|Washington|DPT|
1600|637|255|Secretary|1|Julie|Richardson|MA|
1601|638|256|Treasurer|1|Mildred|Matthews||
1602|638|256|Treasurer|1|Paul|Sanchez|MBA|
1603|638|256|Treasurer|1|Catherine|Sanchez||
1604|638|256|Treasurer|1|Christine|Rose||
1605|639|256|Vice President|1|Patrick|Long|RN|
1606|639|256|Vice President|1|Ethan|Willis||
1607|639|256|Vice President|1|Joshua|Ramos||With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
1608|640|256|Secretary|1|Steven|Washington|MPA|
1609|640|256|Secretary|1|Gregory|Robertson|MSLIS|
1610|640|256|Secretary|1|Cheryl|Black|DO|
1611|640|256|Secretary|1|Edna|Hudson||
1612|641|256|President|1|Nicole|Riley|MEd|
1613|642|257|Secretary|1|Betty|Black||
1614|642|257|Secretary|1|Betty|Sanchez||
1615|643|257|Treasurer|1|Rachel|Gibson||
1616|644|257|President|1|Christian|Daniels|MEd|
1617|645|257|Vice President|2|Olga|Morrison||
1618|645|257|Vice President|2|John|Johnson|MDiv|A visionary leader with a flair for strategic thinking, this individual has built a reputation for driving organizational growth and success. With a background in business management and a track record of navigating complex challenges, they have spearheaded initiatives that have propelled companies to new heights. Their ability to inspire and motivate teams, coupled with their unwavering dedication to achieving results, has earned them recognition as a transformative force in the business world.
1619|645|257|Vice President|2|Michelle|Black|RN|
1620|645|257|Vice President|2|William|Hernandez||
1621|646|258|Treasurer|1|Joan|Hart|MS|
1622|646|258|Treasurer|1|Vicki|Montgomery||
1623|646|258|Treasurer|1|Victoria|Knight|MBA|
1624|646|258|Treasurer|1|Pamela|Long|DO|
1625|647|259|Treasurer|1|Brian|Kelly||
1626|647|259|Treasurer|1|Scott|Sullivan||Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
1627|648|259|Vice President|2|Harry|Murphy|PsyD|
1628|648|259|Vice President|2|Emily|Schmidt|MSW|
1629|648|259|Vice President|2|Mary|Crawford|DO|
1630|648|259|Vice President|2|Walter|Fox|JD|
1631|649|259|Secretary|1|Benjamin|Dixon|MFA|
1632|649|259|Secretary|1|Joan|Allen|PharmD|
1633|649|259|Secretary|1|Peter|Spencer||
1634|649|259|Secretary|1|Christine|Washington||
1635|650|260|Secretary|1|Joseph|Cox||
1636|650|260|Secretary|1|George|Price|MS|
1637|651|260|Vice President|1|Joan|Jenkins||With a background in environmental science and a passion for conservation, this individual has dedicated their career to protecting our planet for future generations. Through their research and advocacy work, they have raised awareness about the urgent need to address pressing environmental issues such as climate change and biodiversity loss. Their tireless efforts to promote sustainable practices and preserve natural habitats have made a significant impact on efforts to safeguard our planet's fragile ecosystems.
1638|651|260|Vice President|1|Kathryn|Pearson||
1639|652|260|Treasurer|1|Harold|Brooks|MDiv|
1640|652|260|Treasurer|1|Stephen|Kelly||
1641|653|260|President|1|Arthur|Spencer|DDS|
1642|653|260|President|1|Anna|Brooks||
1643|653|260|President|1|Brandon|Vasquez||
1644|653|260|President|1|Crystal|Long|RN|
1645|654|261|Treasurer|1|Patrick|Cooper||
1646|655|261|Vice President|1|Harold|Jordan|PhD|
1647|655|261|Vice President|1|Pamela|Smith||
1648|655|261|Vice President|1|Janet|Peterson||As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
1649|656|261|Secretary|1|Jason|Hernandez|DC|
1650|656|261|Secretary|1|Ronald|Lawson|MEd|
1651|657|261|President|1|Janet|Wright|DO|
1652|657|261|President|1|Willie|Patterson|DDS|
1653|657|261|President|1|Gabriel|Robinson|MEd|
1654|658|262|Secretary|1|Patrick|Gray|MFA|
1655|658|262|Secretary|1|Ronald|Moore||
1656|659|262|Treasurer|1|Peter|Tucker|MPA|
1657|659|262|Treasurer|1|Louis|Gomez||
1658|660|262|Vice President|1|Douglas|Morales|MSL|
1659|660|262|Vice President|1|Jesse|King||
1660|660|262|Vice President|1|Christine|Ross||
1661|660|262|Vice President|1|Thomas|Mason||
1662|661|262|President|1|Christine|Knight||
1663|662|263|Secretary|1|Benjamin|Carr||
1664|662|263|Secretary|1|Lawrence|Williams|MS|
1665|662|263|Secretary|1|Darlene|Frazier|MPhil|
1666|663|263|President|1|Laurie|Kelly||
1667|663|263|President|1|Benjamin|Reed|JD|Armed with a background in healthcare and a commitment to improving patient outcomes, this individual has made significant contributions to the field of medical research. Their groundbreaking discoveries and innovative treatments have saved countless lives and paved the way for new advancements in the fight against disease.
1668|664|264|President|1|Deanna|Hicks||
1669|664|264|President|1|Justin|Young||
1670|664|264|President|1|Christine|Cook||Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
1671|665|264|Secretary|1|George|Weaver||
1672|666|264|Vice President|2|Gerald|Ramos|PhD|
1673|666|264|Vice President|2|Raymond|Jackson|MPH|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
1674|667|264|Treasurer|1|Shirley|Burns|MEd|
1675|667|264|Treasurer|1|Sean|Cooper|DDS|
1676|667|264|Treasurer|1|Stephen|Cox|MSL|
1677|668|265|Treasurer|1|Kevin|George|DVM|
1678|669|265|Secretary|1|Larry|Crawford|MDiv|
1679|669|265|Secretary|1|Kyle|Morgan||
1680|669|265|Secretary|1|Jacqueline|Marshall||
1681|670|266|Secretary|1|Tyler|Lopez||
1682|671|266|Vice President|2|Kathryn|Cruz||
1683|671|266|Vice President|2|Ryan|Richardson||
1684|671|266|Vice President|2|Christine|Hayes||
1685|671|266|Vice President|2|Deborah|Rice|DO|
1686|672|266|Treasurer|1|Joseph|Turner|MSL|
1687|673|267|Treasurer|1|Donna|Cole|BSN|
1688|673|267|Treasurer|1|Scott|Simmons||
1689|673|267|Treasurer|1|Emily|Bell||With a background in environmental science and a passion for conservation, this individual has dedicated their career to protecting our planet for future generations. Through their research and advocacy work, they have raised awareness about the urgent need to address pressing environmental issues such as climate change and biodiversity loss. Their tireless efforts to promote sustainable practices and preserve natural habitats have made a significant impact on efforts to safeguard our planet's fragile ecosystems.
1690|674|267|President|1|Rachel|Garza|MBA|
1691|674|267|President|1|Adam|Miller||
1692|674|267|President|1|Sarah|Jordan|PhD|
1693|674|267|President|1|Walter|Wheeler||
1694|675|267|Vice President|2|Louis|Andrews|MD|
1695|675|267|Vice President|2|Vicki|Welch|MPA|
1696|676|268|Treasurer|1|Jessica|Carroll|MS|
1697|677|268|Secretary|1|Ann|Chapman||
1698|677|268|Secretary|1|Phyllis|Dunn|MPH|
1699|677|268|Secretary|1|Patrick|Alexander||
1700|678|268|President|1|Ronald|Bennett|MSc|
1701|679|269|Vice President|1|Justin|Stevens|DDS|
1702|679|269|Vice President|1|Martha|Lynch||
1703|680|269|President|1|Marilyn|Alvarez||
1704|681|270|President|1|Catherine|Shaw|MA|
1705|681|270|President|1|Wanda|Wright||
1706|681|270|President|1|Victoria|Martinez||
1707|682|270|Vice President|2|Lisa|Richards||
1708|682|270|Vice President|2|Joan|Long|DPT|
1709|682|270|Vice President|2|Sharon|Ramirez||
1710|683|271|Secretary|1|Kathryn|Moore||
1711|683|271|Secretary|1|Larry|Morales||
1712|683|271|Secretary|1|Linda|Freeman|MEd|
1713|684|271|Vice President|1|Joyce|Reed|JD|
1714|685|271|President|1|Austin|Hicks||
1715|685|271|President|1|Zachary|Murphy||
1716|686|271|Treasurer|1|Cynthia|Tucker||
1717|687|272|President|1|Virginia|Ferguson|PharmD|
1718|688|273|Secretary|1|Sean|Jordan||
1719|689|273|Vice President|2|Joe|Morgan||
1720|689|273|Vice President|2|Maria|Lawrence|MEd|
1721|690|273|President|1|Julie|Harrison|DPT|
1722|690|273|President|1|Thomas|Bishop|RN|
1723|691|273|Treasurer|1|Harold|Gibson||
1724|691|273|Treasurer|1|Daniel|Holmes||As a seasoned healthcare professional, this individual brings a wealth of experience and expertise to their role as a nurse practitioner. Their compassionate approach to patient care and commitment to staying abreast of the latest medical advancements have made them a trusted ally in promoting health and wellness within their community.
1725|691|273|Treasurer|1|Catherine|Nguyen||An accomplished artist with a unique vision and a talent for storytelling, this individual has captivated audiences around the world with their creative work. From evocative paintings that explore the complexities of the human experience to thought-provoking installations that challenge conventional wisdom, they have established themselves as a leading voice in the art world. With a deep appreciation for beauty and a commitment to pushing artistic boundaries, they continue to inspire others with their creativity and passion.
1726|691|273|Treasurer|1|Kathryn|Ross||
1727|692|274|President|1|Kathryn|Jackson|MEd|
1728|692|274|President|1|Patrick|Black|DO|
1729|693|275|Secretary|1|Victor|Hughes|MSL|
1730|694|275|President|1|Christine|Wood|DC|
1731|694|275|President|1|Justin|Harvey|MFA|
1732|694|275|President|1|Jean|Moore|DDS|
1733|695|275|Treasurer|1|Kimberly|Harris|MSLIS|
1734|695|275|Treasurer|1|Roger|Washington|MSL|
1735|696|276|Secretary|1|Samuel|Hudson|MPhil|
1736|696|276|Secretary|1|Ryan|Brewer||With a background in psychology and a passion for mental health advocacy, this individual has dedicated their career to breaking down stigma and expanding access to quality mental healthcare services. Their work in community outreach and counseling has provided support and healing to countless individuals navigating life's challenges.
1737|696|276|Secretary|1|Gabriel|Jordan|MA|
1738|696|276|Secretary|1|Deanna|Simmons||With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
1739|697|276|President|1|Jonathan|Clark||
1740|697|276|President|1|Rachel|Rose|MSL|
1741|698|276|Treasurer|1|Julie|Pierce||
1742|698|276|Treasurer|1|Roy|Hayes|BA|With a background in social work and a passion for advocacy, this individual has dedicated their life to fighting for social justice and equality. Through their work with marginalized communities, they have witnessed firsthand the impact of systemic injustice and inequality on people's lives. Their tireless advocacy efforts, from organizing grassroots movements to lobbying for policy change, have helped to bring about meaningful progress in the fight for a more just and equitable society.
1743|698|276|Treasurer|1|Harry|Parker||
1744|698|276|Treasurer|1|Melissa|Perry|BSN|
1745|699|277|Treasurer|1|Christopher|Alexander||
1746|699|277|Treasurer|1|Alice|Tucker|DO|
1747|699|277|Treasurer|1|Jessica|Gibson||
1748|700|277|President|1|Rebecca|Daniels|MSW|
1749|700|277|President|1|Stephanie|Fox||
1750|700|277|President|1|Amy|Stone||
1751|701|277|Secretary|1|Emily|Moore|MD|
1752|701|277|Secretary|1|Martha|Reid||
1753|701|277|Secretary|1|Willie|Wells|BA|
1754|701|277|Secretary|1|Samuel|Simmons|MPH|
1755|702|278|Secretary|1|Janet|Jenkins||
1756|702|278|Secretary|1|Roy|Morrison|PhD|
1757|702|278|Secretary|1|Wanda|Warren|DC|A dedicated advocate for social justice and equality, this individual has spent their career working tirelessly to empower marginalized communities and promote positive change. Through their work in grassroots organizing and policy advocacy, they have made significant strides towards creating a more inclusive and equitable society for all.
1758|703|278|President|1|Lawrence|Thomas|LLM|
1759|704|279|Secretary|1|Jason|Holland||
1760|704|279|Secretary|1|Andrew|Reid|PsyD|
1761|704|279|Secretary|1|Jerry|Romero|MEd|
1762|704|279|Secretary|1|Henry|Harper||
1763|705|279|Vice President|2|Ronald|Fields|BSN|
1764|705|279|Vice President|2|Angela|Howell|DDS|
1765|705|279|Vice President|2|Walter|Williamson|MBA|
1766|706|279|Treasurer|1|Joseph|Davis||
1767|706|279|Treasurer|1|Joseph|Hart||
1768|707|280|Secretary|1|Rachel|Walker|MSLIS|
1769|707|280|Secretary|1|Bonnie|Sullivan||
1770|708|280|Treasurer|1|Doris|Mason||
1771|708|280|Treasurer|1|Stephen|Daniels||
1772|708|280|Treasurer|1|Laurie|Bennett||
1773|709|280|Vice President|2|Raymond|Fowler|PsyD|
1774|709|280|Vice President|2|Kathleen|Ramos||
1775|710|281|Vice President|2|Judith|Tucker|MS|
1776|710|281|Vice President|2|Jean|Mcdonald||
1777|710|281|Vice President|2|Catherine|Ward||
1778|710|281|Vice President|2|Charles|Simpson||
1779|711|281|President|1|Patrick|Mills||
1780|711|281|President|1|Justin|West||
1781|711|281|President|1|Joshua|Carlson|MSW|
1782|711|281|President|1|Gregory|Richards||
1783|712|282|Treasurer|1|Amanda|Lane|MD|
1784|713|282|Secretary|1|Betty|Henry||
1785|713|282|Secretary|1|Nancy|Davis||
1786|713|282|Secretary|1|Kevin|Bell|PsyD|
1787|713|282|Secretary|1|Jose|Hanson|DO|
1788|714|283|Secretary|1|Michael|Payne|BSN|
1789|714|283|Secretary|1|Roger|Lawson||
1790|715|283|Treasurer|1|Michelle|Smith||Armed with a background in finance and a keen eye for market trends, this professional has carved out a niche in the realm of investment banking. Their strategic insights and risk management expertise have propelled them to success, enabling them to navigate complex financial landscapes and deliver exceptional results for their clients.
1791|715|283|Treasurer|1|Benjamin|Green||
1792|716|284|Vice President|1|Carol|Carlson||
1793|716|284|Vice President|1|Roger|Silva||
1794|717|284|President|1|Patrick|Gonzalez|EdD|
1795|718|284|Treasurer|1|Wanda|Willis||
1796|718|284|Treasurer|1|Harry|Stephens|BSc|
1797|718|284|Treasurer|1|Darlene|Simpson||
1798|718|284|Treasurer|1|Benjamin|Castillo||
1799|719|284|Secretary|1|Emily|Parker|EdD|
1800|719|284|Secretary|1|Robert|Meyer|DDS|
1801|719|284|Secretary|1|Roger|Hawkins|RN|
1802|720|285|Vice President|1|Joshua|Olson|MDiv|
1803|720|285|Vice President|1|Darlene|Banks|EdD|
1804|720|285|Vice President|1|Andrew|Wagner||
1805|720|285|Vice President|1|Melissa|Moreno|DPT|
1806|721|285|Secretary|1|Roy|Montgomery||
1807|722|286|President|1|Joshua|Washington|BA|
1808|723|286|Vice President|2|Harold|Hunt|DPT|
1809|723|286|Vice President|2|Anna|Day|LLM|
1810|724|287|President|1|Stephanie|Lynch||
1811|724|287|President|1|Phyllis|Ward||
1812|724|287|President|1|Kyle|Silva||
1813|725|287|Treasurer|1|Crystal|Arnold||
1814|725|287|Treasurer|1|Sarah|Peterson|MFA|
1815|725|287|Treasurer|1|Louise|Spencer||
1816|725|287|Treasurer|1|Shirley|Black|MFA|
1817|726|287|Secretary|1|Benjamin|Kim||
1818|726|287|Secretary|1|Anthony|Nguyen||
1819|726|287|Secretary|1|Jean|Gordon|DDS|
1820|727|288|Treasurer|1|Robert|Gordon|RN|
1821|728|288|Vice President|1|Samuel|Moore||
1822|729|288|President|1|Janet|Anderson||
1823|729|288|President|1|George|Collins||
1824|730|288|Secretary|1|Steven|Wallace|BSc|
1825|730|288|Secretary|1|Betty|Perkins|MPH|
1826|730|288|Secretary|1|Julie|Carr||
1827|730|288|Secretary|1|Louise|Kennedy||
1828|731|289|Vice President|1|Albert|Little||
1829|731|289|Vice President|1|Dennis|Robinson|PhD|
1830|732|289|President|1|Gerald|Allen||
1831|733|289|Secretary|1|Joan|Hughes||
1832|734|289|Treasurer|1|Catherine|Greene|BSN|A visionary leader with a flair for strategic thinking, this individual has built a reputation for driving organizational growth and success. With a background in business management and a track record of navigating complex challenges, they have spearheaded initiatives that have propelled companies to new heights. Their ability to inspire and motivate teams, coupled with their unwavering dedication to achieving results, has earned them recognition as a transformative force in the business world.
1833|734|289|Treasurer|1|William|West|MS|
1834|734|289|Treasurer|1|Teresa|Fuller|BSc|
1835|734|289|Treasurer|1|Mildred|Boyd|BSc|
1836|735|290|Treasurer|1|Rachel|Foster||
1837|735|290|Treasurer|1|Virginia|Lewis||
1838|736|290|Secretary|1|Pamela|Arnold||
1839|736|290|Secretary|1|Wayne|Clark|DDS|
1840|737|290|President|1|Phyllis|Torres|MPhil|
1841|737|290|President|1|Kimberly|Sanchez||
1842|737|290|President|1|Dennis|Boyd||
1843|738|291|Vice President|1|Terri|Hall|OD|
1844|738|291|Vice President|1|Jean|Cook|DVM|
1845|739|291|Secretary|1|Kathleen|Hoffman|DVM|
1846|739|291|Secretary|1|Anne|Ramirez||
1847|739|291|Secretary|1|Peter|Burns|BA|
1848|739|291|Secretary|1|Janet|Holland||As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
1849|740|291|Treasurer|1|Marilyn|Watkins|DVM|
1850|740|291|Treasurer|1|Jeffrey|Nguyen|PhD|
1851|741|291|President|1|Nancy|Torres||
1852|741|291|President|1|Justin|Williams||
1853|741|291|President|1|Scott|Owens||
1854|741|291|President|1|Kathryn|Andrews||
1855|742|292|Secretary|1|Frances|Frazier||
1856|743|292|Vice President|1|Andrew|Phillips||
1857|743|292|Vice President|1|James|Lewis|MA|
1858|744|292|Treasurer|1|Rose|Little|DDS|
1859|744|292|Treasurer|1|Wayne|Cole|DPT|
1860|744|292|Treasurer|1|Carol|Weaver||
1861|744|292|Treasurer|1|Michelle|Smith|BSc|
1862|745|293|President|1|Jonathan|Thomas||
1863|745|293|President|1|Larry|Olson|MSc|
1864|746|294|President|1|Stephanie|Long|MDiv|
1865|746|294|President|1|Heather|Daniels|MEd|
1866|747|294|Vice President|1|Sarah|Hughes|MSc|
1867|747|294|Vice President|1|Edward|Stewart|BSN|
1868|748|295|Vice President|2|Phyllis|Russell||
1869|748|295|Vice President|2|Shirley|Mcdonald|DDS|A visionary leader with a flair for strategic thinking, this individual has built a reputation for driving organizational growth and success. With a background in business management and a track record of navigating complex challenges, they have spearheaded initiatives that have propelled companies to new heights. Their ability to inspire and motivate teams, coupled with their unwavering dedication to achieving results, has earned them recognition as a transformative force in the business world.
1870|748|295|Vice President|2|Diana|Duncan||
1871|748|295|Vice President|2|Larry|Reed||
1872|749|295|Treasurer|1|Justin|Wilson|MDiv|With a passion for innovation and a commitment to excellence, this individual has dedicated their career to pushing the boundaries of technology. Their pioneering work in the field of artificial intelligence has led to breakthroughs that have revolutionized industries ranging from healthcare to finance. With a relentless drive for problem-solving and a keen eye for detail, they continue to be at the forefront of cutting-edge research, shaping the future of technology for generations to come.
1873|749|295|Treasurer|1|Juan|Knight||
1874|750|295|Secretary|1|Margaret|Castillo||
1875|750|295|Secretary|1|Doris|Alexander||
1876|750|295|Secretary|1|Justin|Gutierrez||
1877|751|296|Vice President|1|Louis|Freeman||
1878|751|296|Vice President|1|Edward|Clark|DDS|
1879|751|296|Vice President|1|Raymond|Sullivan||
1880|751|296|Vice President|1|Jerry|Dunn||
1881|752|296|Secretary|1|Gloria|Franklin|MDiv|With a background in law and a passion for social justice, this individual has dedicated their career to fighting for the rights of the most vulnerable members of society. As a legal advocate and activist, they have worked tirelessly to challenge systemic injustice and hold those in power accountable for their actions.
1882|752|296|Secretary|1|Joshua|Jackson|MSc|
1883|752|296|Secretary|1|Susan|Riley||
1884|753|297|President|1|Melissa|Ellis|MPhil|
1885|753|297|President|1|Joe|Young|RN|
1886|753|297|President|1|Patrick|Franklin|DDS|
1887|754|297|Treasurer|1|Brenda|Wright|MFA|
1888|755|298|Secretary|1|Henry|Myers||
1889|756|299|Vice President|1|Ruth|Butler||
1890|756|299|Vice President|1|Anthony|Ward||
1891|757|299|Treasurer|1|Melissa|Fernandez||
1892|758|300|Treasurer|1|David|Wagner|MS|
1893|758|300|Treasurer|1|Janet|Grant|MA|
1894|758|300|Treasurer|1|Gregory|James|DPT|
1895|759|300|Vice President|2|Dylan|Harper||As a seasoned healthcare professional, this individual brings a wealth of experience and expertise to their role as a nurse practitioner. Their compassionate approach to patient care and commitment to staying abreast of the latest medical advancements have made them a trusted ally in promoting health and wellness within their community.
1896|760|300|Secretary|1|Eric|Dixon||
1897|760|300|Secretary|1|Peter|Hamilton||
1898|761|300|President|1|Timothy|Alvarez|MSc|
1899|761|300|President|1|Jacob|Harrison|DDS|As a seasoned educator and lifelong learner, this individual is passionate about inspiring the next generation of leaders and thinkers. With a focus on fostering creativity and critical thinking skills, they have created dynamic learning environments where students are encouraged to explore their interests and pursue their passions.
1900|762|301|Treasurer|1|Pamela|Payne||
1901|762|301|Treasurer|1|Stephanie|Howell|EdD|
1902|763|302|Treasurer|1|Christian|Austin||
1903|763|302|Treasurer|1|Laura|Fisher|BSc|
1904|764|302|Vice President|1|Gregory|Holmes|MSL|With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
1905|765|302|President|1|Joshua|Austin||
1906|766|303|Secretary|1|Jesse|Richardson|PhD|
1907|766|303|Secretary|1|Rose|Lawrence|MD|
1908|766|303|Secretary|1|Michelle|Lee|PhD|A seasoned educator with a flair for curriculum development, this individual has spent years shaping the minds of future generations. Their commitment to fostering a love of learning and critical thinking skills among students has earned them accolades from colleagues and students alike, establishing them as a respected figure in the field of education.
1909|767|303|Vice President|2|Carol|Welch|DDS|
1910|768|304|Secretary|1|Robert|Hunter||With a background in software engineering and a knack for problem-solving, this individual has played a pivotal role in developing cutting-edge technology solutions for businesses across industries. Their innovative mindset and collaborative spirit have led to the creation of software platforms that streamline operations and drive organizational growth.
1911|768|304|Secretary|1|Rachel|Barnes||
1912|768|304|Secretary|1|Carolyn|Greene||Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
1913|768|304|Secretary|1|Louis|Lawson|DC|
1914|769|304|Treasurer|1|Edward|Nguyen||
1915|769|304|Treasurer|1|Sean|Lewis|DO|
1916|770|304|Vice President|1|Walter|Romero||
1917|770|304|Vice President|1|Sandra|Ford||
1918|771|304|President|1|Edward|Elliott||
1919|771|304|President|1|Roger|Davis|LLM|
1920|771|304|President|1|Adam|Peters|DVM|
1921|771|304|President|1|Douglas|Gibson||
1922|772|305|Treasurer|1|Matthew|Ray|PharmD|
1923|773|305|President|1|Mary|Phillips|OD|
1924|773|305|President|1|Louis|Montgomery||
1925|773|305|President|1|Louise|Sanders||
1926|774|305|Vice President|2|Nathan|Smith|MS|
1927|774|305|Vice President|2|Joyce|Howard|LLM|This individual's journey in the field of social work has been marked by a steadfast dedication to serving vulnerable populations and advocating for social justice. Their tireless efforts to empower individuals and communities facing adversity have made a lasting impact, fostering positive change and resilience in the face of systemic challenges.
1928|775|305|Secretary|1|Anthony|Coleman||
1929|775|305|Secretary|1|Anthony|Jordan|MPA|
1930|776|306|Treasurer|1|Matthew|Silva|JD|
1931|777|306|President|1|Kathleen|Armstrong||
1932|777|306|President|1|Cynthia|Howard||
1933|777|306|President|1|Ronald|Marshall||Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
1934|778|306|Secretary|1|Kathryn|Montgomery||As a seasoned educator and advocate for lifelong learning, this individual has dedicated their career to empowering others through education. With a deep-rooted belief in the transformative power of knowledge, they have championed initiatives to improve access to education for all, regardless of background or circumstance. Their innovative teaching methods and commitment to fostering a culture of inclusivity have inspired countless students to reach their full potential and make a positive impact on the world.
1935|778|306|Secretary|1|Justin|Johnston|MSL|
1936|779|306|Vice President|1|Joshua|Hoffman|BSN|
1937|779|306|Vice President|1|Joshua|Alvarez||
1938|779|306|Vice President|1|Jeffrey|Williams|OD|
1939|780|307|Treasurer|1|Gregory|Stevens||
1940|780|307|Treasurer|1|Martha|Carr||
1941|780|307|Treasurer|1|Dylan|Turner|MFA|
1942|780|307|Treasurer|1|Steven|Phillips||
1943|781|307|President|1|Anna|Hoffman|LLM|
1944|781|307|President|1|Stephanie|Lawson||
1945|781|307|President|1|Robert|Bailey|MPhil|Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
1946|781|307|President|1|Wanda|Reed|RN|Armed with a deep understanding of human behavior and a commitment to improving mental health outcomes, this individual has dedicated their career to providing compassionate care and support to those in need. Their work as a therapist and counselor has touched the lives of countless individuals, helping them navigate life's challenges and find hope in difficult times.
1947|782|307|Vice President|2|Jean|Russell||
1948|782|307|Vice President|2|James|Bishop|MEd|
1949|782|307|Vice President|2|Judith|King|MPH|
1950|783|308|Vice President|2|Martha|Morrison||
1951|783|308|Vice President|2|Douglas|Little||
1952|783|308|Vice President|2|Aaron|Knight||
1953|783|308|Vice President|2|Joan|Gilbert||
1954|784|308|Secretary|1|Jordan|Sanders|MSW|
1955|784|308|Secretary|1|Ronald|Johnson|MEd|
1956|785|308|President|1|Mary|Matthews||With a background in journalism and a passion for storytelling, this individual has dedicated their career to shining a light on important issues and amplifying the voices of those who are often overlooked. Through their work as a writer and reporter, they have challenged the status quo and sparked meaningful conversations about pressing social and political issues.
1957|786|308|Treasurer|1|Joseph|Payne||
1958|786|308|Treasurer|1|Maria|Peterson|MDiv|
1959|787|309|Vice President|2|Jose|Roberts||
1960|787|309|Vice President|2|Susan|Chapman||As a seasoned journalist, this individual has made a name for themselves by fearlessly pursuing truth and shedding light on pressing social and political issues. Their commitment to journalistic integrity and investigative reporting has earned them respect within the industry and sparked meaningful conversations that drive societal change.
1961|788|310|Treasurer|1|Jesse|Roberts||
1962|788|310|Treasurer|1|Brenda|Burke||
1963|788|310|Treasurer|1|Ann|Gonzalez|MPhil|
1964|788|310|Treasurer|1|Rachel|Carter||
1965|789|311|President|1|Larry|Reyes||
1966|789|311|President|1|Sarah|Bradley|DO|
1967|790|311|Vice President|2|Christine|Elliott||
1968|791|311|Secretary|1|Martha|Mason||
1969|792|312|Vice President|1|Dennis|Frazier|BSc|
1970|792|312|Vice President|1|Jacob|Lane|MA|
1971|793|312|President|1|Doris|Castillo|DVM|
1972|794|312|Treasurer|1|Shirley|Anderson|MD|
1973|794|312|Treasurer|1|Alice|Thompson||With a background in psychology and a passion for helping others unlock their full potential, this individual has dedicated their career to the field of coaching and personal development. Through their transformative coaching programs and workshops, they have empowered countless individuals to overcome obstacles, achieve their goals, and live lives of fulfillment and purpose. Their unique blend of empathy, insight, and practical wisdom has made them a trusted guide and mentor to clients seeking to create positive change in their lives.
1974|794|312|Treasurer|1|Marilyn|Duncan||
1975|795|313|Secretary|1|Kenneth|Marshall||
1976|796|313|President|1|Sarah|Watkins|MSW|
