Election ID|Election Title|Society ID|Start Date|End Date
478|2002 Council Presidency Elections|20|2002-03-19|2002-05-07
479|2003 Committee Chair Elections|20|2003-06-25|2003-08-21
480|2004 Officer Selection|20|2004-08-05|2004-09-20
481|2005 Council Member Elections|20|2005-01-30|2005-03-11
482|2006 Committee Chair Elections|20|2006-11-19|2007-01-14
483|2007 Executive Elections|20|2007-07-28|2007-09-25
484|2008 Committee Elections|20|2008-04-07|2008-05-31
485|2009 Council Elections|20|2009-10-05|2009-11-14
486|2010 Governing Body Elections|20|2010-09-05|2010-10-08
487|2011 Directorship Elections|20|2011-09-24|2011-11-17
488|2012 Board Elections|20|2012-08-06|2012-10-01
489|2013 Committee Chairperson Elections|20|2013-06-16|2013-08-05
490|2014 Committee Elections|20|2014-03-06|2014-04-06
491|2015 Committee Chair Elections|20|2015-09-09|2015-10-25
492|2016 Officer Appointments|20|2016-12-29|2017-02-17
493|2017 Director Elections|20|2017-11-18|2017-12-30
494|2018 Presidential Elections|20|2018-05-14|2018-06-26
495|2019 Secretary-General Elections|20|2019-10-24|2019-12-15
496|2020 Committee Elections|20|2020-07-05|2020-08-13
497|2021 Committee Elections|20|2021-02-11|2021-03-19
498|2022 Executive Elections|20|2022-02-18|2022-04-02
499|2023 Governing Body Elections|20|2023-12-07|2024-01-30
500|2024 Trustee Elections|20|2024-04-30|2024-05-30
501|2000 Leadership Elections|21|2000-08-11|2000-10-08
502|2001 Executive Committee Elections|21|2001-04-14|2001-05-15
503|2002 Committee Chairperson Selection|21|2002-01-26|2002-03-16
504|2003 Trustee Elections|21|2003-09-08|2003-10-14
505|2004 Steering Committee Elections|21|2004-07-20|2004-08-25
506|2005 Officer Selection|21|2005-03-11|2005-04-11
507|2006 Executive Committee Elections|21|2006-04-20|2006-06-06
508|2007 Committee Chairperson Selection|21|2007-06-25|2007-07-31
509|2008 Directorship Elections|21|2008-01-16|2008-02-21
510|2009 Trustee Elections|21|2009-08-25|2009-09-24
511|2010 Director Elections|21|2010-11-15|2010-12-17
512|2011 Leadership Elections|21|2011-06-21|2011-07-25
513|2012 President Selection|21|2012-02-09|2012-03-12
514|2013 Governing Body Elections|21|2013-06-07|2013-08-02
515|2014 Trustee Elections|21|2014-02-26|2014-04-18
516|2015 Presidential Elections|21|2015-07-17|2015-09-14
517|2016 Council Elections|21|2016-08-31|2016-10-23
518|2017 Councilor Elections|21|2017-02-03|2017-03-29
519|2018 Governing Body Elections|21|2018-02-20|2018-04-11
520|2019 President Selection|21|2019-10-10|2019-11-09
521|2020 Board Member Elections|21|2020-10-03|2020-11-22
522|2021 Director Elections|21|2021-05-26|2021-07-02
523|2022 Chairperson Elections|21|2022-07-21|2022-09-08
524|2023 Executive Elections|21|2023-03-27|2023-05-23
525|2024 Executive Elections|21|2024-10-31|2024-12-23
526|2000 Governing Body Elections|22|2000-09-27|2000-11-04
527|2001 Governing Body Elections|22|2001-11-08|2002-01-01
528|2002 Council Member Elections|22|2002-09-15|2002-11-06
529|2003 Council Elections|22|2003-10-02|2003-12-01
530|2004 Council Presidency Elections|22|2004-06-15|2004-08-08
531|2005 Committee Chairperson Selection|22|2005-12-20|2006-01-20
532|2006 Directorship Elections|22|2006-07-19|2006-08-23
533|2007 Executive Elections|22|2007-01-23|2007-03-14
534|2008 Trustee Elections|22|2008-10-09|2008-12-05
535|2009 Councilor Elections|22|2009-11-27|2010-01-09
536|2010 Director General Elections|22|2010-10-28|2010-12-27
537|2011 Officer Appointments|22|2011-02-21|2011-04-10
538|2012 Governing Body Elections|22|2012-06-18|2012-08-13
539|2013 Chairperson Elections|22|2013-03-05|2013-04-14
540|2014 Secretary-General Elections|22|2014-06-06|2014-07-08
541|2015 Council Member Elections|22|2015-12-01|2016-01-01
542|2016 Council Member Elections|22|2016-05-28|2016-06-28
543|2017 President Selection|22|2017-01-19|2017-02-25
544|2018 Executive Director Elections|22|2018-09-18|2018-10-30
545|2019 Committee Chairperson Selection|22|2019-03-14|2019-05-02
546|2020 Leadership Elections|22|2020-10-09|2020-11-21
547|2021 Committee Chair Elections|22|2021-03-10|2021-04-23
548|2022 Chairperson Elections|22|2022-05-20|2022-06-21
549|2023 Governing Body Elections|22|2023-01-18|2023-03-05
550|2024 Director Elections|22|2024-12-21|2025-01-22
551|2000 Officer Appointments|23|2000-07-30|2000-09-04
552|2001 Council Member Elections|23|2001-12-21|2002-02-07
553|2002 Chairperson Selection|23|2002-04-01|2002-05-13
554|2003 Director Elections|23|2003-02-25|2003-04-15
555|2004 Management Elections|23|2004-12-12|2005-01-17
556|2005 Council Member Elections|23|2005-06-02|2005-07-09
557|2006 Secretary-General Elections|23|2006-05-03|2006-06-04
558|2007 Steering Committee Elections|23|2007-11-01|2007-12-17
559|2008 Officer Selection|23|2008-09-07|2008-11-04
560|2009 Executive Board Elections|23|2009-06-28|2009-08-26
561|2010 Trustee Elections|23|2010-06-29|2010-08-21
562|2011 Committee Elections|23|2011-06-17|2011-08-16
563|2012 Committee Chairperson Selection|23|2012-12-16|2013-01-26
564|2013 Chairperson Elections|23|2013-06-09|2013-07-13
565|2014 Director General Elections|23|2014-08-19|2014-09-29
566|2015 Councilor Elections|23|2015-07-22|2015-08-29
567|2016 Committee Chairperson Elections|23|2016-04-03|2016-05-12
568|2017 Council Elections|23|2017-11-21|2018-01-08
569|2018 Chairperson Elections|23|2018-07-28|2018-09-20
570|2019 Secretary-General Elections|23|2019-12-18|2020-02-03
571|2020 Presidential Elections|23|2020-11-01|2020-12-18
572|2021 Committee Chairperson Selection|23|2021-04-15|2021-06-02
573|2022 Director General Elections|23|2022-01-20|2022-03-09
574|2023 Chairperson Selection|23|2023-09-12|2023-10-18
575|2024 Director Elections|23|2024-03-08|2024-04-23
576|2000 Steering Committee Elections|24|2000-10-19|2000-12-15
577|2001 Executive Board Elections|24|2001-07-06|2001-08-23
578|2002 Committee Chair Elections|24|2002-04-07|2002-05-12
579|2003 Director Elections|24|2003-05-08|2003-06-15
580|2004 Executive Committee Elections|24|2004-02-14|2004-03-26
581|2005 Council Member Elections|24|2005-11-14|2005-12-19
582|2006 Committee Chairperson Selection|24|2006-11-02|2006-12-07
583|2007 Director Elections|24|2007-03-06|2007-04-19
584|2008 Chairperson Elections|24|2008-12-24|2009-01-23
585|2009 Presidential Elections|24|2009-11-24|2010-01-17
586|2010 Committee Chairperson Selection|24|2010-12-21|2011-02-01
587|2011 Steering Committee Elections|24|2011-04-01|2011-05-23
588|2012 Chairperson Elections|24|2012-07-28|2012-09-25
589|2013 Secretary-General Elections|24|2013-01-04|2013-03-05
590|2014 Director Elections|24|2014-05-05|2014-06-08
591|2015 Leadership Elections|24|2015-03-14|2015-04-17
592|2016 Committee Chair Elections|24|2016-01-21|2016-02-28
593|2017 Board Member Elections|24|2017-11-11|2017-12-15
594|2018 Governing Body Elections|24|2018-06-02|2018-07-08
595|2019 Committee Elections|24|2019-07-10|2019-08-28
596|2020 Board Elections|24|2020-08-11|2020-09-29
597|2021 Council Member Elections|24|2021-09-04|2021-10-21
598|2022 Director General Elections|24|2022-12-25|2023-02-10
599|2023 Directorship Elections|24|2023-01-20|2023-03-10
600|2024 Presidential Elections|24|2024-08-20|2024-10-09
601|2000 Board Member Elections|25|2000-02-28|2000-04-05
602|2001 Committee Chair Elections|25|2001-10-07|2001-11-20
603|2002 Committee Elections|25|2002-02-17|2002-04-13
604|2003 Committee Chairperson Selection|25|2003-12-09|2004-01-12
605|2004 Officer Appointments|25|2004-04-13|2004-06-04
606|2005 Governing Body Elections|25|2005-12-30|2006-02-23
607|2006 Management Elections|25|2006-03-16|2006-04-17
608|2007 Committee Chairperson Elections|25|2007-02-02|2007-04-01
609|2008 Officer Selection|25|2008-08-11|2008-09-18
610|2009 Board Chair Elections|25|2009-02-10|2009-04-08
611|2010 Committee Chairperson Selection|25|2010-06-22|2010-07-25
612|2011 Committee Elections|25|2011-04-02|2011-05-31
613|2012 Leadership Elections|25|2012-11-13|2012-12-20
614|2013 Steering Committee Elections|25|2013-07-22|2013-09-11
615|2014 Steering Committee Elections|25|2014-10-09|2014-11-16
616|2015 Director General Elections|25|2015-09-05|2015-10-16
617|2016 Executive Director Elections|25|2016-10-02|2016-11-25
618|2017 Executive Board Elections|25|2017-07-10|2017-08-24
619|2018 Executive Committee Elections|25|2018-06-03|2018-07-21
620|2019 Chairperson Elections|25|2019-03-01|2019-03-31
621|2020 Executive Director Elections|25|2020-08-11|2020-09-13
622|2021 Director Elections|25|2021-12-17|2022-01-21
623|2022 Committee Elections|25|2022-03-13|2022-04-22
624|2023 Council Presidency Elections|25|2023-08-03|2023-09-19
625|2024 Governing Body Elections|25|2024-09-21|2024-11-10
626|2000 Director Elections|26|2000-06-06|2000-07-09
627|2001 Board Chair Elections|26|2001-09-12|2001-10-23
628|2002 Chairperson Elections|26|2002-03-21|2002-04-30
629|2003 Executive Director Elections|26|2003-09-29|2003-11-07
630|2004 Executive Elections|26|2004-08-17|2004-10-10
631|2005 Executive Elections|26|2005-03-06|2005-04-24
632|2006 Committee Chairperson Selection|26|2006-09-13|2006-10-17
633|2007 Councilor Elections|26|2007-12-16|2008-01-19
634|2008 Chairperson Elections|26|2008-11-27|2008-12-28
635|2009 Director General Elections|26|2009-01-12|2009-02-12
636|2010 Governing Body Elections|26|2010-11-21|2011-01-05
637|2011 Committee Elections|26|2011-01-04|2011-02-13
638|2012 Officer Selection|26|2012-07-31|2012-09-04
639|2013 Council Elections|26|2013-12-26|2014-02-01
640|2014 Committee Elections|26|2014-11-15|2014-12-28
641|2015 Board Member Elections|26|2015-04-27|2015-06-08
642|2016 Board Member Elections|26|2016-05-18|2016-07-17
643|2017 Trustee Elections|26|2017-12-27|2018-01-29
644|2018 Directorship Elections|26|2018-01-16|2018-02-21
645|2019 Councilor Elections|26|2019-09-27|2019-11-05
646|2020 Directorship Elections|26|2020-04-07|2020-06-06
647|2021 Committee Chair Elections|26|2021-08-12|2021-09-30
648|2022 Executive Elections|26|2022-08-16|2022-10-05
649|2023 Officer Selection|26|2023-12-29|2024-02-08
650|2024 Directorship Elections|26|2024-05-05|2024-06-06
651|2000 Executive Elections|27|2000-09-25|2000-11-09
652|2001 Council Elections|27|2001-11-16|2001-12-26
653|2002 Officer Selection|27|2002-03-22|2002-05-07
654|2003 Governing Body Elections|27|2003-12-03|2004-01-27
655|2004 Committee Chair Elections|27|2004-07-10|2004-09-07
656|2005 Committee Chairperson Selection|27|2005-12-23|2006-01-27
657|2006 President Selection|27|2006-03-13|2006-04-21
658|2007 Presidential Elections|27|2007-03-05|2007-04-15
659|2008 Executive Committee Elections|27|2008-06-14|2008-07-19
660|2009 Councilor Elections|27|2009-04-22|2009-05-30
661|2010 Steering Committee Elections|27|2010-08-13|2010-09-16
662|2011 Councilor Elections|27|2011-02-24|2011-03-26
663|2012 Chairperson Selection|27|2012-03-24|2012-05-06
664|2013 Officer Appointments|27|2013-05-30|2013-07-25
665|2014 Officer Selection|27|2014-09-26|2014-11-08
666|2015 Governing Body Elections|27|2015-05-27|2015-07-12
667|2016 Steering Committee Elections|27|2016-01-10|2016-03-01
668|2017 Secretary-General Elections|27|2017-12-06|2018-01-24
669|2018 Officer Appointments|27|2018-11-24|2019-01-07
670|2019 Officer Selection|27|2019-01-10|2019-02-14
671|2020 Board Member Elections|27|2020-06-06|2020-07-06
672|2021 Executive Board Elections|27|2021-11-29|2022-01-09
673|2022 Chairperson Elections|27|2022-02-11|2022-03-19
674|2023 Trustee Elections|27|2023-04-15|2023-05-24
675|2024 President Selection|27|2024-08-05|2024-09-11
676|2000 Director General Elections|28|2000-11-02|2000-12-12
677|2001 Committee Chairperson Elections|28|2001-04-15|2001-06-01
678|2002 Executive Elections|28|2002-10-22|2002-12-16
679|2003 Secretary-General Elections|28|2003-04-13|2003-05-30
680|2004 Executive Committee Elections|28|2004-04-02|2004-06-01
681|2005 Management Elections|28|2005-07-31|2005-09-27
682|2006 Trustee Elections|28|2006-08-18|2006-10-09
683|2007 Steering Committee Elections|28|2007-10-16|2007-11-28
684|2008 President Selection|28|2008-06-05|2008-07-08
685|2009 President Selection|28|2009-01-01|2009-02-01
686|2010 Executive Director Elections|28|2010-02-06|2010-04-07
687|2011 Management Elections|28|2011-01-04|2011-02-16
688|2012 Presidential Elections|28|2012-06-30|2012-08-02
689|2013 Committee Elections|28|2013-01-31|2013-03-12
690|2014 Board Elections|28|2014-03-02|2014-04-10
691|2015 Board Member Elections|28|2015-06-06|2015-07-25
692|2016 Officer Appointments|28|2016-09-14|2016-10-30
693|2017 Board Elections|28|2017-10-11|2017-12-08
694|2018 Board Chair Elections|28|2018-05-10|2018-06-15
695|2019 Executive Director Elections|28|2019-11-12|2019-12-24
696|2020 Executive Committee Elections|28|2020-03-27|2020-05-20
697|2021 Executive Board Elections|28|2021-08-25|2021-10-03
698|2022 Leadership Elections|28|2022-04-30|2022-06-27
699|2023 President Selection|28|2023-09-11|2023-11-08
700|2024 Steering Committee Elections|28|2024-05-05|2024-06-27
701|2000 Executive Elections|29|2000-12-26|2001-01-28
702|2001 Council Member Elections|29|2001-10-09|2001-11-20
703|2002 Council Member Elections|29|2002-06-01|2002-07-24
704|2003 Executive Board Elections|29|2003-05-30|2003-07-19
705|2004 Council Member Elections|29|2004-10-10|2004-11-19
706|2005 Committee Chair Elections|29|2005-06-24|2005-08-15
707|2006 Chairperson Elections|29|2006-03-11|2006-04-10
708|2007 Trustee Elections|29|2007-04-08|2007-05-18
709|2008 Executive Director Elections|29|2008-10-31|2008-12-17
710|2009 Chairperson Elections|29|2009-11-18|2009-12-22
711|2010 Council Member Elections|29|2010-02-07|2010-04-08
712|2011 Council Elections|29|2011-06-08|2011-08-05
713|2012 Steering Committee Elections|29|2012-10-12|2012-12-08
714|2013 Officer Appointments|29|2013-08-05|2013-10-01
715|2014 Board Member Elections|29|2014-06-29|2014-08-01
716|2015 Director Elections|29|2015-08-04|2015-09-03
717|2016 Board Elections|29|2016-06-27|2016-08-22
718|2017 Council Elections|29|2017-10-10|2017-11-09
719|2018 Management Elections|29|2018-12-02|2019-01-07
720|2019 Executive Committee Elections|29|2019-06-07|2019-07-11
721|2020 Executive Director Elections|29|2020-08-12|2020-10-03
722|2021 Officer Selection|29|2021-12-03|2022-01-31
723|2022 Director Elections|29|2022-09-15|2022-10-25
724|2023 Board Chair Elections|29|2023-01-10|2023-03-06
725|2024 Director Elections|29|2024-09-20|2024-10-20
726|2000 Chairperson Selection|30|2000-10-11|2000-11-25
727|2001 Board Member Elections|30|2001-01-01|2001-02-27
728|2002 Board Elections|30|2002-06-06|2002-07-25
729|2003 Executive Committee Elections|30|2003-10-03|2003-11-21
730|2004 Committee Chairperson Selection|30|2004-10-02|2004-11-02
731|2005 Committee Chairperson Elections|30|2005-06-30|2005-08-08
732|2006 Chairperson Elections|30|2006-06-15|2006-07-18
733|2007 Officer Selection|30|2007-04-16|2007-05-17
734|2008 Trustee Elections|30|2008-12-17|2009-01-16
735|2009 Leadership Elections|30|2009-01-19|2009-03-10
736|2010 Committee Chairperson Selection|30|2010-10-29|2010-12-10
737|2011 Executive Director Elections|30|2011-11-09|2011-12-21
738|2012 Executive Director Elections|30|2012-03-16|2012-04-20
739|2013 Officer Appointments|30|2013-04-26|2013-05-27
740|2014 President Selection|30|2014-07-26|2014-08-31
741|2015 Executive Board Elections|30|2015-01-12|2015-03-06
742|2016 Committee Elections|30|2016-06-03|2016-07-19
743|2017 Management Elections|30|2017-07-28|2017-08-28
744|2018 Committee Elections|30|2018-07-09|2018-08-28
745|2019 Council Member Elections|30|2019-07-01|2019-08-24
746|2020 Board Elections|30|2020-04-19|2020-06-15
747|2021 President Selection|30|2021-10-11|2021-11-15
748|2022 Council Elections|30|2022-05-01|2022-06-22
749|2023 Executive Board Elections|30|2023-12-13|2024-01-20
750|2024 Council Presidency Elections|30|2024-10-10|2024-12-07
751|2000 Director General Elections|31|2000-07-20|2000-09-03
752|2001 Management Elections|31|2001-08-16|2001-10-14
753|2002 Steering Committee Elections|31|2002-10-28|2002-12-16
754|2003 Committee Chair Elections|31|2003-10-29|2003-12-10
755|2004 Presidential Elections|31|2004-08-01|2004-09-04
756|2005 Executive Board Elections|31|2005-01-21|2005-02-25
757|2006 Committee Chair Elections|31|2006-10-28|2006-11-30
758|2007 Presidential Elections|31|2007-11-08|2007-12-25
759|2008 Committee Chairperson Selection|31|2008-08-30|2008-10-04
760|2009 Officer Selection|31|2009-07-14|2009-08-29
761|2010 Councilor Elections|31|2010-11-22|2011-01-10
762|2011 Steering Committee Elections|31|2011-08-07|2011-09-26
763|2012 Board Chair Elections|31|2012-10-27|2012-11-28
764|2013 Chairperson Elections|31|2013-03-01|2013-04-21
765|2014 Director Elections|31|2014-07-25|2014-08-24
766|2015 Executive Director Elections|31|2015-08-17|2015-09-23
767|2016 Governing Body Elections|31|2016-02-01|2016-03-25
768|2017 Executive Elections|31|2017-11-04|2017-12-18
769|2018 Officer Selection|31|2018-12-18|2019-01-24
770|2019 Chairperson Selection|31|2019-04-07|2019-05-22
771|2020 Chairperson Elections|31|2020-07-16|2020-09-03
772|2021 Management Elections|31|2021-10-13|2021-12-07
773|2022 Council Elections|31|2022-07-01|2022-08-21
774|2023 Committee Chairperson Elections|31|2023-01-18|2023-03-05
775|2024 President Selection|31|2024-03-02|2024-04-29
776|2000 Executive Board Elections|32|2000-09-05|2000-10-27
777|2001 Chairperson Elections|32|2001-09-12|2001-10-14
778|2002 Officer Selection|32|2002-11-08|2002-12-17
779|2003 Chairperson Selection|32|2003-10-23|2003-12-11
780|2004 Councilor Elections|32|2004-04-08|2004-05-25
781|2005 Board Chair Elections|32|2005-09-10|2005-10-21
782|2006 Officer Selection|32|2006-07-21|2006-09-03
783|2007 Councilor Elections|32|2007-01-01|2007-02-12
784|2008 Governing Body Elections|32|2008-02-14|2008-03-31
785|2009 Officer Appointments|32|2009-10-16|2009-12-02
786|2010 Councilor Elections|32|2010-11-07|2010-12-07
787|2011 Chairperson Elections|32|2011-05-19|2011-07-15
788|2012 Council Elections|32|2012-01-16|2012-03-04
789|2013 Presidential Elections|32|2013-12-10|2014-01-09
790|2014 Secretary-General Elections|32|2014-04-19|2014-05-21
791|2015 Executive Committee Elections|32|2015-06-18|2015-07-23
792|2016 Officer Selection|32|2016-02-24|2016-04-03
793|2017 Chairperson Elections|32|2017-03-19|2017-05-12
794|2018 Steering Committee Elections|32|2018-06-14|2018-07-25
795|2019 Board Chair Elections|32|2019-08-13|2019-10-11
796|2020 Directorship Elections|32|2020-03-24|2020-05-08
797|2021 Director General Elections|32|2021-09-08|2021-10-23
798|2022 Chairperson Selection|32|2022-05-03|2022-06-20
799|2023 Executive Committee Elections|32|2023-11-23|2024-01-17
800|2024 Governing Body Elections|32|2024-07-08|2024-08-20
801|2000 Secretary-General Elections|33|2000-04-01|2000-05-16
802|2001 Committee Chairperson Selection|33|2001-07-05|2001-08-25
803|2002 Director General Elections|33|2002-03-23|2002-05-06
804|2003 Council Presidency Elections|33|2003-10-30|2003-12-12
805|2004 Officer Selection|33|2004-09-02|2004-10-29
806|2005 Directorship Elections|33|2005-09-27|2005-11-06
807|2006 Board Chair Elections|33|2006-07-09|2006-08-30
808|2007 Council Elections|33|2007-12-05|2008-01-19
809|2008 Board Chair Elections|33|2008-11-22|2008-12-28
810|2009 Executive Director Elections|33|2009-08-05|2009-09-21
811|2010 Executive Board Elections|33|2010-09-17|2010-10-24
812|2011 Directorship Elections|33|2011-09-02|2011-10-28
813|2012 Committee Chairperson Elections|33|2012-12-25|2013-02-23
814|2013 Executive Elections|33|2013-06-21|2013-07-22
815|2014 Directorship Elections|33|2014-07-06|2014-08-10
816|2015 Committee Elections|33|2015-04-09|2015-05-11
817|2016 Director General Elections|33|2016-11-15|2016-12-30
818|2017 Executive Elections|33|2017-04-19|2017-06-15
819|2018 Directorship Elections|33|2018-08-19|2018-10-01
820|2019 Executive Director Elections|33|2019-11-23|2020-01-11
821|2020 Committee Chair Elections|33|2020-03-07|2020-05-01
822|2021 Presidential Elections|33|2021-03-03|2021-04-30
823|2022 Directorship Elections|33|2022-08-11|2022-09-28
824|2023 Officer Appointments|33|2023-03-17|2023-04-18
825|2024 Leadership Elections|33|2024-04-13|2024-06-01
826|2000 Leadership Elections|34|2000-10-31|2000-12-19
827|2001 Management Elections|34|2001-12-09|2002-02-06
828|2002 Board Elections|34|2002-05-17|2002-07-05
829|2003 Chairperson Elections|34|2003-12-14|2004-02-08
830|2004 Councilor Elections|34|2004-08-04|2004-09-08
831|2005 President Selection|34|2005-09-24|2005-11-15
832|2006 Directorship Elections|34|2006-01-19|2006-03-01
833|2007 Directorship Elections|34|2007-11-20|2008-01-12
834|2008 Leadership Elections|34|2008-07-25|2008-09-06
835|2009 Governing Body Elections|34|2009-02-05|2009-04-05
836|2010 Chairperson Selection|34|2010-10-11|2010-11-18
837|2011 Management Elections|34|2011-10-08|2011-11-26
838|2012 Councilor Elections|34|2012-03-10|2012-04-23
839|2013 Committee Chairperson Selection|34|2013-05-17|2013-07-16
840|2014 Council Elections|34|2014-07-13|2014-08-20
841|2015 Council Member Elections|34|2015-03-12|2015-05-05
842|2016 Steering Committee Elections|34|2016-10-17|2016-12-06
843|2017 Governing Body Elections|34|2017-12-16|2018-01-15
844|2018 Director Elections|34|2018-06-24|2018-07-27
845|2019 Executive Elections|34|2019-09-14|2019-11-12
846|2020 Governing Body Elections|34|2020-09-24|2020-11-06
847|2021 Chairperson Elections|34|2021-07-01|2021-08-14
848|2022 Steering Committee Elections|34|2022-05-30|2022-06-29
849|2023 Councilor Elections|34|2023-09-01|2023-10-10
850|2024 Officer Appointments|34|2024-05-20|2024-06-27
851|2000 Governing Body Elections|35|2000-10-25|2000-12-16
852|2001 President Selection|35|2001-06-27|2001-07-27
853|2002 Committee Chairperson Selection|35|2002-10-27|2002-12-03
854|2003 Executive Committee Elections|35|2003-05-04|2003-06-25
855|2004 Trustee Elections|35|2004-02-26|2004-04-07
856|2005 Committee Chairperson Selection|35|2005-02-04|2005-03-13
857|2006 Presidential Elections|35|2006-08-18|2006-10-07
858|2007 Council Elections|35|2007-02-14|2007-03-31
859|2008 Council Member Elections|35|2008-04-23|2008-06-20
860|2009 Secretary-General Elections|35|2009-07-27|2009-08-31
861|2010 Executive Committee Elections|35|2010-07-10|2010-08-20
862|2011 Executive Elections|35|2011-09-23|2011-11-09
863|2012 Council Presidency Elections|35|2012-08-22|2012-10-05
864|2013 Executive Director Elections|35|2013-08-22|2013-10-11
865|2014 Presidential Elections|35|2014-10-20|2014-11-29
866|2015 Committee Chairperson Elections|35|2015-12-20|2016-02-01
867|2016 Chairperson Selection|35|2016-10-26|2016-12-22
868|2017 Director General Elections|35|2017-02-16|2017-04-07
869|2018 Leadership Elections|35|2018-01-31|2018-03-25
870|2019 Leadership Elections|35|2019-03-03|2019-04-03
871|2020 Director General Elections|35|2020-11-02|2020-12-17
872|2021 Director Elections|35|2021-03-11|2021-04-27
873|2022 Steering Committee Elections|35|2022-03-22|2022-05-17
874|2023 President Selection|35|2023-05-28|2023-07-05
875|2024 Presidential Elections|35|2024-12-25|2025-01-31
876|2000 Executive Committee Elections|36|2000-12-20|2001-02-14
877|2001 Executive Committee Elections|36|2001-01-04|2001-02-06
878|2002 Officer Selection|36|2002-02-06|2002-03-21
879|2003 Governing Body Elections|36|2003-05-31|2003-07-15
880|2004 Board Member Elections|36|2004-01-07|2004-02-29
881|2005 Board Elections|36|2005-08-06|2005-09-09
882|2006 Steering Committee Elections|36|2006-06-07|2006-07-19
883|2007 Council Presidency Elections|36|2007-01-15|2007-03-03
884|2008 Directorship Elections|36|2008-11-23|2008-12-24
885|2009 Council Member Elections|36|2009-07-14|2009-09-09
886|2010 Council Elections|36|2010-08-26|2010-10-17
887|2011 Trustee Elections|36|2011-02-13|2011-04-05
888|2012 Presidential Elections|36|2012-06-30|2012-08-19
889|2013 Trustee Elections|36|2013-11-21|2014-01-03
890|2014 Council Member Elections|36|2014-01-16|2014-03-09
891|2015 Executive Board Elections|36|2015-06-19|2015-08-02
892|2016 Director General Elections|36|2016-10-26|2016-12-15
893|2017 Committee Chair Elections|36|2017-02-24|2017-04-25
894|2018 Directorship Elections|36|2018-08-24|2018-10-20
895|2019 Council Presidency Elections|36|2019-08-19|2019-10-11
896|2020 Committee Elections|36|2020-02-06|2020-03-28
897|2021 Executive Committee Elections|36|2021-03-05|2021-04-27
898|2022 Trustee Elections|36|2022-08-06|2022-09-25
899|2023 Committee Elections|36|2023-04-16|2023-05-31
900|2024 Committee Chair Elections|36|2024-03-07|2024-05-02
901|2000 Steering Committee Elections|37|2000-04-16|2000-05-30
902|2001 Executive Elections|37|2001-09-29|2001-11-20
903|2002 Committee Elections|37|2002-12-24|2003-01-25
904|2003 Committee Chairperson Selection|37|2003-12-06|2004-01-21
905|2004 Executive Board Elections|37|2004-09-14|2004-10-27
906|2005 Director Elections|37|2005-11-29|2006-01-17
907|2006 Steering Committee Elections|37|2006-11-20|2006-12-25
908|2007 Executive Director Elections|37|2007-07-01|2007-08-16
909|2008 Directorship Elections|37|2008-03-31|2008-05-07
910|2009 President Selection|37|2009-06-30|2009-08-17
911|2010 Governing Body Elections|37|2010-10-10|2010-12-09
912|2011 Chairperson Selection|37|2011-08-07|2011-09-11
913|2012 Committee Chairperson Elections|37|2012-01-12|2012-03-05
914|2013 Steering Committee Elections|37|2013-08-09|2013-09-11
915|2014 Chairperson Elections|37|2014-08-29|2014-10-22
916|2015 Councilor Elections|37|2015-11-18|2016-01-07
917|2016 Committee Chairperson Elections|37|2016-09-13|2016-11-02
918|2017 Director General Elections|37|2017-12-22|2018-02-17
919|2018 Board Member Elections|37|2018-03-20|2018-05-15
920|2019 Board Elections|37|2019-10-26|2019-11-26
921|2020 Governing Body Elections|37|2020-03-30|2020-05-18
922|2021 Council Member Elections|37|2021-02-08|2021-03-11
923|2022 Director Elections|37|2022-10-23|2022-12-17
924|2023 Council Elections|37|2023-08-09|2023-09-12
925|2024 Committee Chair Elections|37|2024-12-30|2025-02-23
926|2000 Director General Elections|38|2000-06-12|2000-07-16
927|2001 Executive Committee Elections|38|2001-06-09|2001-08-07
928|2002 Chairperson Elections|38|2002-03-02|2002-04-14
929|2003 Director General Elections|38|2003-08-24|2003-09-26
930|2004 Committee Elections|38|2004-09-03|2004-10-06
931|2005 Council Presidency Elections|38|2005-03-18|2005-04-27
932|2006 Management Elections|38|2006-07-17|2006-08-29
933|2007 Council Member Elections|38|2007-09-25|2007-11-17
934|2008 Trustee Elections|38|2008-05-28|2008-07-05
935|2009 Board Elections|38|2009-03-03|2009-04-29
936|2010 Board Elections|38|2010-04-04|2010-05-05
937|2011 Council Elections|38|2011-01-11|2011-02-19
938|2012 Executive Committee Elections|38|2012-11-11|2012-12-24
939|2013 Executive Board Elections|38|2013-10-01|2013-10-31
940|2014 Directorship Elections|38|2014-03-01|2014-04-06
941|2015 Presidential Elections|38|2015-07-03|2015-08-20
942|2016 Presidential Elections|38|2016-12-19|2017-01-26
943|2017 Director Elections|38|2017-08-21|2017-10-19
944|2018 Chairperson Selection|38|2018-01-22|2018-02-25
945|2019 Council Presidency Elections|38|2019-02-10|2019-03-28
946|2020 Board Member Elections|38|2020-12-17|2021-02-02
947|2021 Council Elections|38|2021-05-27|2021-07-05
948|2022 Secretary-General Elections|38|2022-12-26|2023-02-11
949|2023 Council Presidency Elections|38|2023-06-20|2023-08-12
950|2024 Executive Board Elections|38|2024-06-09|2024-08-05
951|2000 Council Elections|39|2000-11-08|2001-01-04
952|2001 Trustee Elections|39|2001-10-18|2001-11-28
953|2002 Executive Committee Elections|39|2002-05-11|2002-06-26
954|2003 Chairperson Selection|39|2003-04-01|2003-05-09
